model,year,price,transmission,mileage,fueltype,tax,mpg,enginesize
3 series,2016-01-01,15980,semi-auto,16000,diesel,30,67.3,2.0
2 series,2020-01-01,30980,semi-auto,1500,petrol,145,42.2,1.5
2 series,2019-01-01,22980,automatic,2869,diesel,145,49.6,2.0
x1,2019-01-01,27980,automatic,105,petrol,145,40.9,1.5
1 series,2019-01-01,23440,manual,4729,petrol,145,41.5,1.5
3 series,2019-01-01,31980,automatic,4869,diesel,145,50.4,2.0
5 series,2019-01-01,39480,automatic,4859,petrol,145,29.1,3.0
1 series,2020-01-01,23980,semi-auto,1500,petrol,145,40.4,1.5
1 series,2020-01-01,30440,semi-auto,1500,petrol,145,34.5,2.0
1 series,2020-01-01,30440,semi-auto,1500,petrol,145,34.5,2.0
4 series,2018-01-01,22470,semi-auto,1998,diesel,145,60.1,2.0
5 series,2017-01-01,22980,automatic,21687,diesel,145,53.3,3.0
4 series,2018-01-01,20980,semi-auto,11403,petrol,145,48.7,2.0
4 series,2016-01-01,18860,semi-auto,15422,diesel,30,65.7,2.0
3 series,2016-01-01,18656,semi-auto,27621,diesel,145,56.5,3.0
3 series,2016-01-01,20584,semi-auto,36137,diesel,145,53.3,3.0
1 series,2015-01-01,11180,manual,43424,diesel,20,72.4,1.5
3 series,2020-01-01,34993,semi-auto,6250,diesel,145,47.9,3.0
5 series,2015-01-01,15995,semi-auto,31309,diesel,30,62.8,2.0
4 series,2016-01-01,22431,semi-auto,31663,diesel,160,51.4,3.0
x1,2016-01-01,19480,semi-auto,19829,diesel,125,57.6,2.0
3 series,2019-01-01,25780,semi-auto,9354,petrol,145,45.6,2.0
5 series,2019-01-01,26380,semi-auto,7609,diesel,145,65.7,2.0
x5,2019-01-01,56980,semi-auto,12173,diesel,145,33.6,3.0
1 series,2018-01-01,22761,semi-auto,24866,petrol,150,32.5,3.0
x5,2019-01-01,56980,semi-auto,9029,diesel,145,33.6,3.0
2 series,2018-01-01,16780,semi-auto,21204,petrol,145,40.9,1.5
4 series,2019-01-01,26990,semi-auto,4278,diesel,150,52.3,3.0
x1,2019-01-01,25990,semi-auto,8989,diesel,150,60.1,2.0
2 series,2019-01-01,24490,manual,8615,diesel,150,60.1,2.0
x4,2019-01-01,36990,semi-auto,8454,diesel,150,42.8,2.0
m5,2019-01-01,63980,semi-auto,5000,petrol,150,26.9,4.4
2 series,2017-01-01,21000,semi-auto,25435,petrol,200,39.8,3.0
3 series,2016-01-01,16886,automatic,24081,diesel,145,54.3,3.0
1 series,2016-01-01,18866,automatic,20581,petrol,200,39.8,3.0
x4,2019-01-01,38182,semi-auto,2316,diesel,145,42.8,2.0
3 series,2018-01-01,21512,automatic,21045,diesel,145,62.8,2.0
m4,2016-01-01,34932,semi-auto,23765,petrol,300,34.0,3.0
1 series,2014-01-01,12222,semi-auto,11463,petrol,125,50.4,1.6
3 series,2017-01-01,15652,semi-auto,68299,diesel,150,62.8,2.0
5 series,2018-01-01,22601,semi-auto,50628,diesel,150,60.1,2.0
3 series,2015-01-01,13990,manual,30441,diesel,30,64.2,2.0
4 series,2019-01-01,32990,semi-auto,2403,diesel,145,60.1,2.0
x1,2017-01-01,17370,manual,29575,diesel,145,58.9,2.0
x4,2015-01-01,18390,manual,53197,diesel,160,52.3,2.0
3 series,2015-01-01,11560,automatic,60803,diesel,30,67.3,2.0
3 series,2018-01-01,19990,automatic,23494,diesel,145,57.6,2.0
3 series,2018-01-01,21232,semi-auto,16219,diesel,145,64.2,2.0
x1,2019-01-01,26190,semi-auto,7137,diesel,145,65.7,2.0
x3,2015-01-01,18192,manual,33269,diesel,160,52.3,2.0
7 series,2017-01-01,30972,semi-auto,15405,diesel,145,54.3,3.0
x2,2019-01-01,25980,semi-auto,6521,petrol,145,39.2,2.0
x5,2016-01-01,21986,automatic,54425,diesel,200,47.9,3.0
x4,2019-01-01,41376,automatic,9095,diesel,145,37.2,3.0
x7,2019-01-01,69146,automatic,2567,petrol,145,24.8,3.0
x3,2019-01-01,42836,semi-auto,6881,diesel,145,36.7,3.0
x4,2019-01-01,35694,semi-auto,4832,diesel,145,42.8,2.0
x1,2017-01-01,22052,semi-auto,13217,petrol,145,44.8,2.0
4 series,2017-01-01,19961,semi-auto,22100,diesel,150,65.7,2.0
4 series,2019-01-01,26592,semi-auto,7038,diesel,150,52.3,3.0
x5,2019-01-01,49991,semi-auto,6927,diesel,150,37.7,3.0
1 series,2015-01-01,13111,manual,23320,diesel,20,70.6,2.0
2 series,2016-01-01,21211,semi-auto,26182,petrol,260,37.2,3.0
3 series,2017-01-01,19702,semi-auto,27225,diesel,30,62.8,2.0
5 series,2017-01-01,33122,semi-auto,11817,diesel,145,51.4,3.0
x3,2017-01-01,28562,semi-auto,14557,diesel,145,47.9,3.0
x6,2019-01-01,59990,semi-auto,2137,diesel,145,34.9,3.0
x2,2019-01-01,29990,semi-auto,4137,petrol,145,39.2,2.0
2 series,2019-01-01,25490,automatic,3339,diesel,145,49.6,2.0
3 series,2016-01-01,18212,semi-auto,9020,diesel,30,65.7,2.0
3 series,2015-01-01,16276,automatic,31238,diesel,145,55.4,2.0
x2,2020-01-01,34990,automatic,2137,petrol,145,34.0,2.0
5 series,2020-01-01,42990,semi-auto,2137,diesel,145,60.1,3.0
x1,2016-01-01,19682,semi-auto,41455,diesel,125,57.6,2.0
x3,2020-01-01,54990,semi-auto,2137,hybrid,135,5.5,2.0
3 series,2013-01-01,8492,manual,73428,diesel,20,68.9,2.0
5 series,2019-01-01,37540,automatic,4562,diesel,145,60.1,3.0
x2,2019-01-01,29970,automatic,3760,petrol,145,36.2,2.0
1 series,2019-01-01,29680,automatic,8388,diesel,145,48.7,2.0
x2,2019-01-01,31980,automatic,4804,petrol,145,34.0,2.0
5 series,2019-01-01,29140,semi-auto,1499,petrol,145,47.9,2.0
4 series,2019-01-01,33230,semi-auto,6427,petrol,145,44.8,2.0
2 series,2019-01-01,24110,semi-auto,4348,diesel,145,49.6,2.0
3 series,2019-01-01,32550,automatic,10984,diesel,145,49.6,2.0
3 series,2017-01-01,19082,semi-auto,31144,diesel,145,62.8,2.0
2 series,2019-01-01,20896,automatic,15462,diesel,145,67.3,2.0
x7,2019-01-01,62990,semi-auto,2137,diesel,145,33.6,3.0
1 series,2019-01-01,18840,semi-auto,10000,petrol,145,54.3,1.5
x5,2019-01-01,46440,semi-auto,1438,diesel,145,37.7,3.0
3 series,2019-01-01,25940,semi-auto,7821,diesel,145,53.3,2.0
x6,2020-01-01,52990,semi-auto,3200,diesel,145,34.9,3.0
5 series,2019-01-01,26980,automatic,105,petrol,145,50.4,2.0
3 series,2019-01-01,37940,semi-auto,1581,petrol,145,34.9,3.0
x2,2020-01-01,33940,automatic,2182,petrol,145,34.0,2.0
2 series,2019-01-01,20480,automatic,8719,diesel,145,52.3,2.0
3 series,2019-01-01,26998,semi-auto,12327,diesel,145,48.7,2.0
5 series,2018-01-01,23998,semi-auto,31649,diesel,145,45.6,2.0
3 series,2018-01-01,15901,manual,13759,petrol,150,52.3,1.5
x5,2017-01-01,26822,automatic,25288,diesel,145,50.4,2.0
x1,2017-01-01,19912,semi-auto,25917,diesel,125,57.6,2.0
1 series,2019-01-01,21116,semi-auto,6742,diesel,145,65.7,2.0
x1,2014-01-01,12702,automatic,28375,diesel,160,52.3,2.0
x3,2014-01-01,15112,semi-auto,69382,diesel,145,54.3,2.0
x4,2019-01-01,35109,semi-auto,509,diesel,145,42.8,2.0
x5,2016-01-01,28172,automatic,69798,diesel,200,47.1,3.0
x1,2016-01-01,19391,semi-auto,20761,diesel,125,60.1,2.0
2 series,2017-01-01,16172,manual,13357,diesel,20,74.3,1.5
2 series,2020-01-01,23990,semi-auto,10,petrol,150,39.2,1.5
x2,2020-01-01,24490,semi-auto,1,diesel,145,52.3,2.0
1 series,2019-01-01,18498,manual,10624,diesel,145,65.7,2.0
3 series,2019-01-01,16698,manual,12824,diesel,150,67.3,2.0
x3,2018-01-01,34990,semi-auto,16202,petrol,145,34.5,3.0
3 series,2019-01-01,28980,semi-auto,5441,petrol,145,41.5,2.0
3 series,2019-01-01,30690,automatic,4404,diesel,145,50.4,2.0
5 series,2018-01-01,22912,semi-auto,16530,diesel,145,68.9,2.0
1 series,2018-01-01,23052,semi-auto,19959,petrol,145,39.8,3.0
4 series,2019-01-01,29540,semi-auto,14137,diesel,145,49.6,3.0
3 series,2019-01-01,36740,automatic,4137,petrol,145,39.8,2.0
x1,2016-01-01,19752,semi-auto,18326,diesel,125,57.6,2.0
x5,2019-01-01,54550,automatic,8143,diesel,145,37.7,3.0
1 series,2019-01-01,19798,semi-auto,16406,diesel,150,67.3,2.0
3 series,2019-01-01,22998,semi-auto,20175,diesel,145,60.1,2.0
5 series,2014-01-01,15995,semi-auto,28500,diesel,160,51.4,3.0
x1,2015-01-01,16250,semi-auto,46216,diesel,125,57.6,2.0
4 series,2016-01-01,20681,semi-auto,12531,petrol,145,48.7,2.0
2 series,2017-01-01,21862,semi-auto,29150,petrol,200,39.8,3.0
1 series,2017-01-01,19761,semi-auto,39681,petrol,200,39.8,3.0
x1,2016-01-01,19572,semi-auto,32603,diesel,125,60.1,2.0
x2,2018-01-01,32012,semi-auto,12652,diesel,145,58.9,2.0
3 series,2017-01-01,17701,semi-auto,51983,diesel,145,62.8,2.0
4 series,2015-01-01,15331,manual,21324,petrol,200,39.8,2.0
x5,2016-01-01,41211,semi-auto,46180,petrol,570,25.4,4.4
x1,2016-01-01,18761,semi-auto,16755,diesel,145,55.4,2.0
x5,2016-01-01,27852,automatic,57501,hybrid,0,85.6,2.0
1 series,2019-01-01,14498,manual,15598,diesel,150,72.4,1.5
1 series,2014-01-01,8310,manual,80664,diesel,30,64.2,2.0
1 series,2017-01-01,15490,manual,25763,petrol,145,46.3,2.0
3 series,2014-01-01,11180,automatic,60015,diesel,30,62.8,2.0
x3,2015-01-01,19370,semi-auto,41312,diesel,145,54.3,2.0
x1,2016-01-01,19158,automatic,13090,petrol,160,44.8,2.0
x5,2015-01-01,24250,automatic,42966,diesel,200,47.1,3.0
x5,2016-01-01,31990,automatic,47814,diesel,240,42.8,3.0
1 series,2019-01-01,18499,semi-auto,748,diesel,150,70.6,2.0
3 series,2016-01-01,17980,semi-auto,33475,diesel,30,64.2,2.0
x2,2020-01-01,26780,semi-auto,1500,diesel,145,61.4,2.0
2 series,2019-01-01,18880,manual,6225,petrol,145,52.3,1.5
x3,2019-01-01,31780,semi-auto,7281,diesel,145,54.3,2.0
1 series,2019-01-01,17980,manual,8159,diesel,145,70.6,1.5
3 series,2019-01-01,27440,semi-auto,4376,petrol,145,42.2,2.0
5 series,2019-01-01,26850,semi-auto,7079,diesel,145,65.7,2.0
2 series,2019-01-01,18950,manual,6311,petrol,145,42.8,1.5
3 series,2019-01-01,23980,semi-auto,1489,petrol,145,47.9,2.0
3 series,2019-01-01,24450,semi-auto,9522,diesel,145,62.8,2.0
4 series,2017-01-01,19000,semi-auto,26289,petrol,145,48.7,2.0
1 series,2017-01-01,18390,automatic,4237,petrol,145,54.3,1.5
3 series,2016-01-01,17998,semi-auto,23106,hybrid,0,134.5,2.0
x2,2020-01-01,29990,semi-auto,5,petrol,145,42.8,1.5
m4,2020-01-01,45990,semi-auto,6,petrol,145,34.0,3.0
x3,2015-01-01,19990,semi-auto,53700,diesel,145,54.3,2.0
2 series,2018-01-01,31990,semi-auto,99,petrol,145,38.2,3.0
x1,2019-01-01,23980,manual,2953,petrol,145,51.4,1.5
1 series,2016-01-01,11499,semi-auto,46327,diesel,0,78.5,1.5
1 series,2017-01-01,14999,manual,32082,diesel,145,70.6,1.5
3 series,2015-01-01,10999,automatic,90018,diesel,20,70.6,2.0
1 series,2018-01-01,12291,manual,45228,diesel,145,72.4,1.5
1 series,2016-01-01,14830,semi-auto,18095,diesel,30,65.7,2.0
1 series,2016-01-01,12760,manual,27759,diesel,30,65.7,2.0
1 series,2013-01-01,7131,manual,73919,diesel,30,65.7,2.0
4 series,2019-01-01,24975,semi-auto,5866,diesel,145,65.7,2.0
5 series,2019-01-01,26350,semi-auto,3623,diesel,145,65.7,2.0
1 series,2016-01-01,12475,manual,17550,petrol,30,56.5,1.5
1 series,2019-01-01,23780,semi-auto,5939,petrol,145,40.4,1.5
3 series,2019-01-01,24990,manual,4850,diesel,145,64.2,2.0
2 series,2019-01-01,21945,semi-auto,10086,petrol,145,47.9,2.0
x1,2013-01-01,12490,manual,33584,diesel,165,51.4,2.0
3 series,2016-01-01,14990,manual,33201,petrol,150,48.7,2.0
x1,2016-01-01,17998,semi-auto,38565,diesel,145,55.4,2.0
2 series,2018-01-01,17498,semi-auto,18970,petrol,145,51.4,1.5
5 series,2015-01-01,16998,semi-auto,31322,diesel,145,53.3,3.0
3 series,2015-01-01,16298,semi-auto,22867,diesel,145,56.5,3.0
3 series,2019-01-01,24498,semi-auto,14897,diesel,145,52.3,2.0
2 series,2020-01-01,21890,semi-auto,11,petrol,145,50.4,1.5
2 series,2020-01-01,22980,manual,10,petrol,145,47.1,1.5
4 series,2020-01-01,26990,semi-auto,5,diesel,145,65.7,2.0
6 series,2020-01-01,36850,semi-auto,6,diesel,145,53.3,3.0
5 series,2020-01-01,26990,semi-auto,13,petrol,145,50.4,2.0
1 series,2016-01-01,12990,manual,22700,diesel,20,72.4,1.5
1 series,2016-01-01,12990,semi-auto,25843,petrol,30,55.5,1.5
1 series,2016-01-01,19290,semi-auto,32233,petrol,200,39.8,3.0
2 series,2019-01-01,23480,manual,1500,petrol,145,42.8,1.5
5 series,2019-01-01,29980,semi-auto,1500,petrol,145,50.4,2.0
4 series,2019-01-01,30980,semi-auto,2649,petrol,145,41.5,3.0
3 series,2019-01-01,31450,semi-auto,4460,petrol,145,40.9,2.0
3 series,2019-01-01,24990,manual,4293,diesel,145,64.2,2.0
3 series,2019-01-01,23990,manual,5996,diesel,145,67.3,2.0
3 series,2019-01-01,29450,semi-auto,4250,diesel,145,53.3,2.0
5 series,2019-01-01,31875,semi-auto,15,petrol,145,48.7,2.0
4 series,2019-01-01,23980,semi-auto,14,petrol,145,45.6,2.0
3 series,2017-01-01,17990,semi-auto,28589,diesel,145,62.8,2.0
4 series,2019-01-01,29980,semi-auto,1737,diesel,145,53.3,3.0
3 series,2020-01-01,23990,manual,18,diesel,145,56.5,2.0
3 series,2019-01-01,28450,semi-auto,7350,diesel,145,48.7,2.0
5 series,2019-01-01,26350,semi-auto,3753,diesel,145,65.7,2.0
5 series,2019-01-01,26350,semi-auto,7106,diesel,145,65.7,2.0
x1,2019-01-01,25450,semi-auto,5269,petrol,145,40.9,1.5
4 series,2016-01-01,15957,manual,33805,diesel,30,62.8,2.0
1 series,2018-01-01,15224,manual,12102,petrol,145,37.7,1.5
3 series,2019-01-01,24450,manual,2323,diesel,145,54.3,2.0
3 series,2019-01-01,24450,manual,3340,diesel,145,54.3,2.0
5 series,2020-01-01,36850,semi-auto,13,hybrid,145,44.8,2.0
x4,2019-01-01,37980,semi-auto,10797,diesel,145,40.4,3.0
m4,2019-01-01,48940,semi-auto,12,petrol,145,32.5,3.0
m4,2019-01-01,41945,semi-auto,12,petrol,145,34.0,3.0
x4,2019-01-01,35480,semi-auto,13142,diesel,145,42.8,2.0
5 series,2019-01-01,29450,semi-auto,5325,diesel,145,60.1,2.0
3 series,2019-01-01,29990,semi-auto,8235,diesel,145,48.7,2.0
3 series,2019-01-01,28450,semi-auto,8349,petrol,145,43.5,2.0
4 series,2019-01-01,24975,semi-auto,5022,diesel,145,65.7,2.0
4 series,2019-01-01,24975,semi-auto,11736,diesel,145,65.7,2.0
5 series,2020-01-01,31990,semi-auto,10,petrol,145,50.4,2.0
5 series,2020-01-01,32850,semi-auto,9,hybrid,145,47.9,2.0
z4,2020-01-01,35850,semi-auto,5,petrol,145,37.2,2.0
z4,2020-01-01,33450,semi-auto,5,petrol,145,38.7,2.0
3 series,2020-01-01,24490,manual,5,diesel,145,56.5,2.0
2 series,2020-01-01,22990,manual,12,diesel,145,60.1,2.0
3 series,2020-01-01,41990,semi-auto,9,petrol,145,34.9,3.0
x1,2019-01-01,24980,manual,3730,petrol,145,49.6,1.5
x1,2019-01-01,28790,semi-auto,3740,petrol,145,44.8,2.0
2 series,2019-01-01,21945,semi-auto,8377,petrol,145,47.9,2.0
4 series,2019-01-01,24740,semi-auto,11,petrol,145,48.7,2.0
5 series,2015-01-01,16990,semi-auto,34250,diesel,30,62.8,2.0
1 series,2020-01-01,24980,semi-auto,5000,petrol,145,42.8,1.5
4 series,2016-01-01,16730,manual,17309,diesel,30,62.8,2.0
1 series,2014-01-01,15965,manual,30000,petrol,305,35.3,3.0
4 series,2015-01-01,17465,semi-auto,40500,diesel,150,55.4,3.0
2 series,2018-01-01,19240,automatic,13077,petrol,145,47.9,2.0
x1,2017-01-01,15300,manual,55426,diesel,125,58.9,2.0
3 series,2018-01-01,18650,semi-auto,29751,diesel,145,60.1,2.0
x1,2013-01-01,8562,manual,67932,diesel,165,51.4,2.0
4 series,2014-01-01,14999,semi-auto,15056,petrol,160,44.8,2.0
1 series,2017-01-01,14780,manual,23552,diesel,145,72.4,1.5
m4,2019-01-01,45475,semi-auto,24,petrol,145,34.0,3.0
3 series,2019-01-01,31450,semi-auto,4568,petrol,145,41.5,2.0
1 series,2019-01-01,16950,semi-auto,12345,diesel,145,74.3,2.0
3 series,2019-01-01,25750,semi-auto,12647,diesel,145,52.3,2.0
3 series,2019-01-01,25750,semi-auto,10568,diesel,145,52.3,2.0
x5,2019-01-01,46950,semi-auto,7246,diesel,145,37.7,3.0
1 series,2017-01-01,18480,semi-auto,14193,petrol,145,54.3,1.5
5 series,2019-01-01,26350,semi-auto,5453,diesel,145,65.7,2.0
2 series,2020-01-01,22450,manual,10,diesel,145,64.2,2.0
3 series,2020-01-01,29990,semi-auto,12,diesel,145,49.6,2.0
3 series,2020-01-01,23850,semi-auto,15,petrol,145,42.2,2.0
z4,2020-01-01,28990,semi-auto,5,petrol,145,38.2,2.0
4 series,2020-01-01,37450,semi-auto,11,diesel,145,47.9,3.0
z4,2020-01-01,30990,semi-auto,10,petrol,145,38.7,2.0
z4,2020-01-01,30990,semi-auto,12,petrol,145,38.7,2.0
3 series,2017-01-01,19895,semi-auto,11700,diesel,145,64.2,2.0
3 series,2019-01-01,23980,semi-auto,4063,diesel,145,62.8,2.0
3 series,2019-01-01,29990,manual,10,diesel,145,54.3,2.0
2 series,2019-01-01,21480,semi-auto,1850,petrol,145,50.4,1.5
m2,2019-01-01,47980,semi-auto,100,petrol,145,29.1,3.0
4 series,2019-01-01,22480,semi-auto,4020,diesel,145,60.1,2.0
2 series,2019-01-01,20980,semi-auto,4691,diesel,145,47.1,2.0
5 series,2019-01-01,28990,semi-auto,5471,petrol,145,48.7,2.0
5 series,2019-01-01,31880,semi-auto,4669,diesel,145,60.1,3.0
3 series,2019-01-01,31450,semi-auto,4682,petrol,145,40.9,2.0
2 series,2019-01-01,23975,manual,10,diesel,145,60.1,2.0
2 series,2019-01-01,23940,semi-auto,9,diesel,145,62.8,2.0
5 series,2019-01-01,31875,semi-auto,12,petrol,145,48.7,2.0
2 series,2017-01-01,19480,semi-auto,14612,diesel,145,55.4,2.0
1 series,2016-01-01,16280,semi-auto,5796,petrol,125,54.3,1.5
4 series,2019-01-01,26950,semi-auto,500,diesel,145,65.7,2.0
3 series,2017-01-01,17980,semi-auto,13350,petrol,145,51.4,2.0
x2,2019-01-01,44980,semi-auto,500,diesel,145,58.9,2.0
4 series,2019-01-01,25990,semi-auto,11,diesel,145,58.9,2.0
3 series,2019-01-01,24990,manual,4229,diesel,145,64.2,2.0
x1,2017-01-01,21250,semi-auto,17961,petrol,165,44.8,2.0
2 series,2017-01-01,21000,semi-auto,29484,petrol,145,39.8,3.0
x3,2019-01-01,31000,semi-auto,6981,petrol,145,30.4,2.0
4 series,2019-01-01,25000,semi-auto,8592,diesel,145,65.7,2.0
3 series,2019-01-01,20900,semi-auto,30243,petrol,145,48.7,2.0
x3,2018-01-01,30000,semi-auto,71587,diesel,145,54.3,2.0
1 series,2016-01-01,11250,manual,35447,diesel,20,68.9,2.0
5 series,2014-01-01,12891,semi-auto,72000,diesel,125,57.6,2.0
4 series,2017-01-01,15991,semi-auto,37847,diesel,150,65.7,2.0
2 series,2016-01-01,16195,automatic,23594,hybrid,0,141.2,1.5
x1,2016-01-01,17980,semi-auto,39004,petrol,160,44.8,2.0
4 series,2018-01-01,20991,manual,11455,petrol,150,46.3,2.0
6 series,2014-01-01,17791,semi-auto,45012,diesel,165,49.6,3.0
1 series,2015-01-01,11711,manual,40560,diesel,125,57.6,2.0
7 series,2016-01-01,23995,semi-auto,23600,petrol,200,41.5,3.0
4 series,2016-01-01,15650,manual,34236,petrol,160,46.3,2.0
1 series,2017-01-01,14397,manual,9243,petrol,145,52.3,1.5
1 series,2017-01-01,11650,manual,29116,diesel,145,83.1,1.5
1 series,2017-01-01,14420,manual,17357,diesel,20,70.6,1.5
4 series,2018-01-01,21980,semi-auto,10146,diesel,145,65.7,2.0
7 series,2019-01-01,50980,semi-auto,7606,diesel,145,44.8,3.0
x1,2019-01-01,25745,semi-auto,4928,diesel,145,60.1,2.0
4 series,2020-01-01,32950,semi-auto,10,petrol,145,41.5,3.0
4 series,2020-01-01,27950,semi-auto,10,petrol,145,45.6,2.0
4 series,2020-01-01,27950,manual,10,diesel,145,62.8,2.0
4 series,2020-01-01,26950,semi-auto,10,petrol,145,48.7,2.0
1 series,2016-01-01,13984,manual,15445,petrol,125,52.3,1.5
5 series,2016-01-01,14280,automatic,52889,diesel,30,62.8,2.0
3 series,2016-01-01,12600,manual,19800,petrol,125,52.3,1.5
3 series,2015-01-01,13391,manual,62354,diesel,125,58.9,2.0
x3,2017-01-01,23991,semi-auto,17205,diesel,150,54.3,2.0
3 series,2015-01-01,11491,manual,55700,diesel,125,60.1,2.0
x5,2019-01-01,47480,semi-auto,5209,diesel,145,37.7,3.0
5 series,2015-01-01,12393,semi-auto,80582,diesel,30,62.8,2.0
i3,2016-01-01,19490,automatic,8421,hybrid,0,470.8,0.0
2 series,2015-01-01,13521,semi-auto,55001,diesel,20,68.9,2.0
1 series,2017-01-01,14995,manual,13472,diesel,145,65.7,2.0
3 series,2018-01-01,19498,semi-auto,32723,petrol,150,48.7,2.0
4 series,2018-01-01,23798,semi-auto,8781,diesel,145,55.4,3.0
2 series,2019-01-01,19741,manual,4500,petrol,150,52.3,1.5
1 series,2017-01-01,20491,manual,12000,petrol,150,36.2,3.0
1 series,2016-01-01,18991,semi-auto,16279,petrol,240,37.7,3.0
1 series,2015-01-01,13091,manual,35000,diesel,30,65.7,2.0
1 series,2018-01-01,14491,semi-auto,28542,diesel,150,48.7,1.5
x1,2018-01-01,21991,semi-auto,27713,diesel,150,60.1,2.0
7 series,2014-01-01,14798,semi-auto,60697,diesel,160,50.4,3.0
3 series,2016-01-01,16498,semi-auto,22489,hybrid,0,148.7,2.0
3 series,2015-01-01,13798,semi-auto,59936,diesel,125,58.9,2.0
1 series,2016-01-01,14195,semi-auto,38094,diesel,30,65.7,2.0
4 series,2020-01-01,42194,semi-auto,101,petrol,145,39.2,3.0
5 series,2016-01-01,17330,semi-auto,31570,diesel,30,62.8,2.0
1 series,2016-01-01,13250,manual,26625,petrol,125,53.3,1.5
2 series,2016-01-01,17699,semi-auto,32746,petrol,265,37.2,3.0
4 series,2020-01-01,36902,semi-auto,101,diesel,145,58.9,2.0
x2,2020-01-01,28279,semi-auto,101,diesel,145,50.4,2.0
x2,2020-01-01,30413,semi-auto,101,petrol,145,39.2,2.0
1 series,2020-01-01,31016,semi-auto,101,diesel,145,48.7,2.0
m4,2020-01-01,51402,semi-auto,101,petrol,145,34.0,3.0
3 series,2020-01-01,35158,semi-auto,101,diesel,145,48.7,2.0
3 series,2020-01-01,36402,semi-auto,101,petrol,145,40.4,2.0
z4,2020-01-01,37975,semi-auto,101,petrol,145,38.7,2.0
3 series,2019-01-01,21000,semi-auto,10959,diesel,145,64.2,2.0
5 series,2018-01-01,29500,semi-auto,9629,diesel,145,56.5,3.0
x5,2016-01-01,26520,automatic,59000,diesel,200,47.1,3.0
3 series,2018-01-01,19992,semi-auto,32456,diesel,145,62.8,2.0
2 series,2017-01-01,21012,semi-auto,36367,petrol,200,39.8,3.0
2 series,2017-01-01,21726,semi-auto,24442,petrol,145,39.8,3.0
1 series,2016-01-01,13158,semi-auto,31218,diesel,20,70.6,2.0
5 series,2015-01-01,15189,semi-auto,54636,diesel,125,60.1,2.0
1 series,2016-01-01,12741,manual,42500,diesel,20,68.9,2.0
3 series,2016-01-01,19300,semi-auto,13500,hybrid,0,134.5,2.0
x3,2019-01-01,39991,semi-auto,1266,diesel,145,54.3,2.0
1 series,2015-01-01,14644,manual,31900,diesel,30,62.8,2.0
3 series,2018-01-01,21560,semi-auto,36646,diesel,145,53.3,3.0
x3,2015-01-01,19498,semi-auto,30256,diesel,145,54.3,2.0
1 series,2017-01-01,21798,semi-auto,12967,petrol,200,39.8,3.0
3 series,2018-01-01,20498,semi-auto,19620,petrol,145,48.7,2.0
3 series,2016-01-01,15498,semi-auto,13377,petrol,125,51.4,2.0
3 series,2018-01-01,20298,semi-auto,26751,petrol,145,48.7,2.0
3 series,2018-01-01,20998,semi-auto,14486,petrol,150,48.7,2.0
x4,2019-01-01,38000,semi-auto,15118,petrol,150,26.9,3.0
x5,2018-01-01,37500,automatic,6836,diesel,150,47.1,3.0
4 series,2016-01-01,18000,automatic,15788,diesel,30,65.7,2.0
x5,2019-01-01,43750,semi-auto,10829,diesel,145,37.7,3.0
3 series,2016-01-01,19895,semi-auto,26200,diesel,165,51.4,3.0
2 series,2018-01-01,17798,semi-auto,9816,petrol,150,38.2,2.0
3 series,2017-01-01,14595,automatic,24624,petrol,145,51.4,2.0
3 series,2019-01-01,28361,semi-auto,13547,petrol,145,42.2,2.0
2 series,2019-01-01,27416,semi-auto,2171,diesel,145,64.2,2.0
5 series,2017-01-01,22850,semi-auto,20951,diesel,125,60.1,2.0
1 series,2017-01-01,16250,semi-auto,35332,diesel,150,60.1,2.0
5 series,2019-01-01,40985,semi-auto,7998,petrol,145,50.4,2.0
x2,2019-01-01,29000,semi-auto,3351,petrol,145,39.2,2.0
2 series,2019-01-01,21300,manual,2455,diesel,145,51.4,2.0
x1,2019-01-01,31200,semi-auto,2517,diesel,145,36.7,2.0
z4,2019-01-01,34890,semi-auto,156,petrol,145,38.7,2.0
x2,2019-01-01,33800,semi-auto,4291,petrol,145,34.0,2.0
